Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group)
2011,0,0,1,30.3
2011,0,0,2,28.1
2011,0,0,3,26.0
2011,0,0,4,10.2
2011,1,0,1,21.8
2011,1,0,2,26.3
2011,1,0,3,23.1
2011,1,0,4,12.4
2011,2,0,1,19.2
2011,2,0,2,23.2
2011,2,0,3,20.6
2011,2,0,4,9.0
2011,3,0,1,27.1
2011,3,0,2,33.0
2011,3,0,3,29.6
2011,3,0,4,11.6
2011,4,0,1,13.4
2011,4,0,2,16.4
2011,4,0,3,13.7
2011,4,0,4,6.9
2011,5,0,1,21.6
2011,5,0,2,21.8
2011,5,0,3,17.3
2011,5,0,4,8.8
2011,6,0,1,19.4
2011,6,0,2,21.5
2011,6,0,3,16.8
2011,6,0,4,8.5
2011,7,0,1,19.2
2011,7,0,2,30.6
2011,7,0,3,21.2
2011,7,0,4,8.9
2011,8,0,1,16.1
2011,8,0,2,23.0
2011,8,0,3,24.8
2011,8,0,4,11.0
2011,9,0,1,20.1
2011,9,0,2,22.9
2011,9,0,3,23.2
2011,9,0,4,7.9
2011,10,0,1,25.0
2011,10,0,2,23.5
2011,10,0,3,21.6
2011,10,0,4,10.8
2011,11,0,1,23.2
2011,11,0,2,20.6
2011,11,0,3,16.5
2011,11,0,4,6.6
2011,12,0,1,18.2
2011,12,0,2,20.9
2011,12,0,3,17.3
2011,12,0,4,8.4
2011,13,0,1,25.2
2011,13,0,2,24.1
2011,13,0,3,22.5
2011,13,0,4,7.6
2011,14,0,1,29.0
2011,14,0,2,30.9
2011,14,0,3,26.3
2011,14,0,4,11.5
2011,15,0,1,27.1
2011,15,0,2,25.8
2011,15,0,3,20.3
2011,15,0,4,7.1
2011,16,0,1,24.5
2011,16,0,2,27.2
2011,16,0,3,22.4
2011,16,0,4,9.5
2011,17,0,1,31.1
2011,17,0,2,37.3
2011,17,0,3,29.5
2011,17,0,4,10.4
2011,18,0,1,22.8
2011,18,0,2,33.1
2011,18,0,3,26.1
2011,18,0,4,12.1
2011,19,0,1,29.2
2011,19,0,2,32.8
2011,19,0,3,20.9
2011,19,0,4,7.9
2011,20,0,1,23.0
2011,20,0,2,21.8
2011,20,0,3,19.7
2011,20,0,4,9.2
2011,21,0,1,22.6
2011,21,0,2,23.2
2011,21,0,3,16.6
2011,21,0,4,9.0
2011,22,0,1,24.3
2011,22,0,2,29.5
2011,22,0,3,24.1
2011,22,0,4,9.9
2011,23,0,1,24.7
2011,23,0,2,22.6
2011,23,0,3,18.7
2011,23,0,4,8.6
2011,24,0,1,29.0
2011,24,0,2,31.8
2011,24,0,3,27.1
2011,24,0,4,10.0
2011,25,0,1,25.8
2011,25,0,2,31.9
2011,25,0,3,25.9
2011,25,0,4,10.1
2011,26,0,1,24.4
2011,26,0,2,25.6
2011,26,0,3,24.2
2011,26,0,4,11.0
2011,27,0,1,22.5
2011,27,0,2,25.4
2011,27,0,3,19.7
2011,27,0,4,8.6
2011,28,0,1,17.4
2011,28,0,2,26.8
2011,28,0,3,24.8
2011,28,0,4,13.5
2011,29,0,1,21.7
2011,29,0,2,27.3
2011,29,0,3,17.9
2011,29,0,4,7.3
2011,30,0,1,20.0
2011,30,0,2,19.0
2011,30,0,3,17.7
2011,30,0,4,8.9
2011,31,0,1,21.4
2011,31,0,2,27.5
2011,31,0,3,21.4
2011,31,0,4,9.8
2011,32,0,1,21.6
2011,32,0,2,20.8
2011,32,0,3,19.3
2011,32,0,4,8.3
2011,33,0,1,24.0
2011,33,0,2,25.6
2011,33,0,3,23.4
2011,33,0,4,9.2
2011,34,0,1,29.1
2011,34,0,2,26.8
2011,34,0,3,21.3
2011,34,0,4,8.6
2011,35,0,1,30.5
2011,35,0,2,30.3
2011,35,0,3,26.3
2011,35,0,4,9.7
2011,36,0,1,26.1
2011,36,0,2,31.5
2011,36,0,3,28.6
2011,36,0,4,11.7
2011,37,0,1,22.6
2011,37,0,2,24.8
2011,37,0,3,19.2
2011,37,0,4,9.6
2011,38,0,1,27.8
2011,38,0,2,27.6
2011,38,0,3,23.5
2011,38,0,4,9.1
2011,39,0,1,18.1
2011,39,0,2,26.2
2011,39,0,3,20.7
2011,39,0,4,9.3
2011,40,0,1,27.1
2011,40,0,2,29.2
2011,40,0,3,23.2
2011,40,0,4,9.0
2011,41,0,1,34.4
2011,41,0,2,28.5
2011,41,0,3,21.0
2011,41,0,4,9.5
2011,42,0,1,26.6
2011,42,0,2,26.9
2011,42,0,3,24.1
2011,42,0,4,10.9
2011,43,0,1,20.7
2011,43,0,2,21.9
2011,43,0,3,20.0
2011,43,0,4,8.8
2011,44,0,1,11.1
2011,44,0,2,14.5
2011,44,0,3,11.8
2011,44,0,4,4.7
2011,45,0,1,23.9
2011,45,0,2,26.8
2011,45,0,3,17.9
2011,45,0,4,6.1
2011,46,0,1,26.1
2011,46,0,2,24.6
2011,46,0,3,21.0
2011,46,0,4,8.9
2011,47,0,1,15.8
2011,47,0,2,22.7
2011,47,0,3,17.5
2011,47,0,4,7.5
2011,48,0,1,38.5
2011,48,0,2,38.0
2011,48,0,3,27.4
2011,48,0,4,10.9
2011,49,0,1,23.0
2011,49,0,2,26.4
2011,49,0,3,20.7
2011,49,0,4,9.7
2011,50,0,1,25.4
2011,50,0,2,27.2
2011,50,0,3,23.5
2011,50,0,4,11.8
2012,0,0,1,27.5
2012,0,0,2,28.9
2012,0,0,3,25.2
2012,0,0,4,9.7
2012,1,0,1,24.0
2012,1,0,2,21.2
2012,1,0,3,21.5
2012,1,0,4,11.6
2012,2,0,1,18.9
2012,2,0,2,19.0
2012,2,0,3,18.9
2012,2,0,4,9.5
2012,3,0,1,27.3
2012,3,0,2,30.5
2012,3,0,3,27.7
2012,3,0,4,10.2
2012,4,0,1,11.9
2012,4,0,2,15.0
2012,4,0,3,13.4
2012,4,0,4,5.9
2012,5,0,1,16.8
2012,5,0,2,21.3
2012,5,0,3,18.3
2012,5,0,4,9.1
2012,6,0,1,17.7
2012,6,0,2,21.7
2012,6,0,3,15.1
2012,6,0,4,7.6
2012,7,0,1,21.3
2012,7,0,2,25.3
2012,7,0,3,20.1
2012,7,0,4,8.9
2012,8,0,1,21.9
2012,8,0,2,17.8
2012,8,0,3,26.9
2012,8,0,4,8.2
2012,9,0,1,17.8
2012,9,0,2,21.6
2012,9,0,3,20.5
2012,9,0,4,8.1
2012,10,0,1,22.3
2012,10,0,2,23.2
2012,10,0,3,21.4
2012,10,0,4,9.9
2012,11,0,1,17.6
2012,11,0,2,18.7
2012,11,0,3,14.8
2012,11,0,4,5.3
2012,12,0,1,21.0
2012,12,0,2,20.3
2012,12,0,3,14.6
2012,12,0,4,8.8
2012,13,0,1,15.4
2012,13,0,2,24.4
2012,13,0,3,19.4
2012,13,0,4,7.7
2012,14,0,1,26.1
2012,14,0,2,28.9
2012,14,0,3,25.9
2012,14,0,4,9.9
2012,15,0,1,17.4
2012,15,0,2,23.3
2012,15,0,3,19.4
2012,15,0,4,8.5
2012,16,0,1,22.6
2012,16,0,2,23.8
2012,16,0,3,19.6
2012,16,0,4,8.8
2012,17,0,1,31.3
2012,17,0,2,36.7
2012,17,0,3,27.8
2012,17,0,4,12.2
2012,18,0,1,21.2
2012,18,0,2,31.6
2012,18,0,3,25.8
2012,18,0,4,12.0
2012,19,0,1,26.5
2012,19,0,2,28.1
2012,19,0,3,19.6
2012,19,0,4,7.7
2012,20,0,1,14.4
2012,20,0,2,19.4
2012,20,0,3,17.2
2012,20,0,4,9.0
2012,21,0,1,17.7
2012,21,0,2,20.8
2012,21,0,3,16.0
2012,21,0,4,8.4
2012,22,0,1,24.9
2012,22,0,2,29.8
2012,22,0,3,25.4
2012,22,0,4,7.7
2012,23,0,1,20.6
2012,23,0,2,24.2
2012,23,0,3,18.2
2012,23,0,4,8.8
2012,24,0,1,23.8
2012,24,0,2,28.4
2012,24,0,3,27.3
2012,24,0,4,9.6
2012,25,0,1,23.4
2012,25,0,2,30.0
2012,25,0,3,25.2
2012,25,0,4,11.7
2012,26,0,1,26.0
2012,26,0,2,24.1
2012,26,0,3,20.5
2012,26,0,4,7.8
2012,27,0,1,22.6
2012,27,0,2,24.8
2012,27,0,3,19.9
2012,27,0,4,8.4
2012,28,0,1,15.4
2012,28,0,2,17.2
2012,28,0,3,22.2
2012,28,0,4,14.2
2012,29,0,1,19.5
2012,29,0,2,24.0
2012,29,0,3,16.2
2012,29,0,4,6.9
2012,30,0,1,21.5
2012,30,0,2,20.7
2012,30,0,3,17.8
2012,30,0,4,8.0
2012,31,0,1,18.4
2012,31,0,2,25.6
2012,31,0,3,18.6
2012,31,0,4,10.1
2012,32,0,1,17.4
2012,32,0,2,18.4
2012,32,0,3,18.0
2012,32,0,4,8.1
2012,33,0,1,20.7
2012,33,0,2,25.8
2012,33,0,3,22.2
2012,33,0,4,9.2
2012,34,0,1,22.4
2012,34,0,2,28.6
2012,34,0,3,21.0
2012,34,0,4,8.6
2012,35,0,1,24.3
2012,35,0,2,28.7
2012,35,0,3,25.2
2012,35,0,4,10.2
2012,36,0,1,28.0
2012,36,0,2,27.4
2012,36,0,3,24.3
2012,36,0,4,10.6
2012,37,0,1,17.3
2012,37,0,2,22.0
2012,37,0,3,19.2
2012,37,0,4,8.6
2012,38,0,1,23.0
2012,38,0,2,29.8
2012,38,0,3,21.1
2012,38,0,4,8.3
2012,39,0,1,17.8
2012,39,0,2,22.2
2012,39,0,3,17.8
2012,39,0,4,8.8
2012,40,0,1,25.6
2012,40,0,2,27.9
2012,40,0,3,23.1
2012,40,0,4,10.1
2012,41,0,1,29.9
2012,41,0,2,26.2
2012,41,0,3,22.4
2012,41,0,4,9.2
2012,42,0,1,24.6
2012,42,0,2,29.9
2012,42,0,3,26.7
2012,42,0,4,12.5
2012,43,0,1,18.5
2012,43,0,2,21.2
2012,43,0,3,18.4
2012,43,0,4,9.7
2012,44,0,1,11.8
2012,44,0,2,11.4
2012,44,0,3,11.4
2012,44,0,4,4.7
2012,45,0,1,19.8
2012,45,0,2,21.7
2012,45,0,3,16.8
2012,45,0,4,6.0
2012,46,0,1,21.4
2012,46,0,2,20.1
2012,46,0,3,21.5
2012,46,0,4,9.6
2012,47,0,1,14.8
2012,47,0,2,21.9
2012,47,0,3,18.1
2012,47,0,4,7.5
2012,48,0,1,33.2
2012,48,0,2,37.4
2012,48,0,3,29.5
2012,48,0,4,10.4
2012,49,0,1,20.4
2012,49,0,2,24.6
2012,49,0,3,23.8
2012,49,0,4,6.7
2012,50,0,1,28.7
2012,50,0,2,28.3
2012,50,0,3,18.5
2012,50,0,4,11.2
2013,0,0,1,17.1
2013,0,0,2,28.2
2013,0,0,3,24.0
2013,0,0,4,8.9
2013,1,0,1,20.9
2013,1,0,2,25.6
2013,1,0,3,23.9
2013,1,0,4,11.7
2013,2,0,1,18.8
2013,2,0,2,15.2
2013,2,0,3,21.7
2013,2,0,4,7.9
2013,3,0,1,23.9
2013,3,0,2,33.4
2013,3,0,3,28.3
2013,3,0,4,11.1
2013,4,0,1,13.3
2013,4,0,2,13.2
2013,4,0,3,14.2
2013,4,0,4,7.2
2013,5,0,1,22.1
2013,5,0,2,20.3
2013,5,0,3,17.2
2013,5,0,4,9.1
2013,6,0,1,12.2
2013,6,0,2,20.6
2013,6,0,3,16.8
2013,6,0,4,7.4
2013,7,0,1,20.1
2013,7,0,2,24.4
2013,7,0,3,21.4
2013,7,0,4,8.4
2013,8,0,1,17.6
2013,8,0,2,18.7
2013,8,0,3,25.2
2013,8,0,4,8.0
2013,9,0,1,16.2
2013,9,0,2,20.2
2013,9,0,3,19.7
2013,9,0,4,8.7
2013,10,0,1,16.6
2013,10,0,2,23.3
2013,10,0,3,19.7
2013,10,0,4,8.7
2013,11,0,1,15.2
2013,11,0,2,17.7
2013,11,0,3,12.7
2013,11,0,4,6.0
2013,12,0,1,18.5
2013,12,0,2,21.3
2013,12,0,3,17.4
2013,12,0,4,8.2
2013,13,0,1,19.8
2013,13,0,2,21.3
2013,13,0,3,19.0
2013,13,0,4,8.6
2013,14,0,1,19.7
2013,14,0,2,29.0
2013,14,0,3,22.7
2013,14,0,4,9.6
2013,15,0,1,21.9
2013,15,0,2,23.4
2013,15,0,3,22.0
2013,15,0,4,8.0
2013,16,0,1,19.2
2013,16,0,2,25.4
2013,16,0,3,21.2
2013,16,0,4,9.1
2013,17,0,1,28.7
2013,17,0,2,33.7
2013,17,0,3,26.9
2013,17,0,4,11.8
2013,18,0,1,22.5
2013,18,0,2,28.7
2013,18,0,3,25.0
2013,18,0,4,11.5
2013,19,0,1,23.6
2013,19,0,2,29.4
2013,19,0,3,20.1
2013,19,0,4,6.8
2013,20,0,1,16.0
2013,20,0,2,19.8
2013,20,0,3,17.1
2013,20,0,4,8.7
2013,21,0,1,19.7
2013,21,0,2,19.0
2013,21,0,3,17.1
2013,21,0,4,9.6
2013,22,0,1,19.7
2013,22,0,2,28.8
2013,22,0,3,22.2
2013,22,0,4,9.4
2013,23,0,1,21.9
2013,23,0,2,21.5
2013,23,0,3,18.0
2013,23,0,4,9.3
2013,24,0,1,26.5
2013,24,0,2,29.1
2013,24,0,3,26.5
2013,24,0,4,12.9
2013,25,0,1,23.8
2013,25,0,2,26.2
2013,25,0,3,24.1
2013,25,0,4,10.7
2013,26,0,1,24.6
2013,26,0,2,22.2
2013,26,0,3,19.7
2013,26,0,4,9.7
2013,27,0,1,18.6
2013,27,0,2,23.4
2013,27,0,3,19.1
2013,27,0,4,8.6
2013,28,0,1,14.5
2013,28,0,2,20.7
2013,28,0,3,21.8
2013,28,0,4,15.4
2013,29,0,1,17.7
2013,29,0,2,21.5
2013,29,0,3,16.4
2013,29,0,4,7.1
2013,30,0,1,18.5
2013,30,0,2,17.3
2013,30,0,3,17.4
2013,30,0,4,7.7
2013,31,0,1,19.7
2013,31,0,2,22.4
2013,31,0,3,20.8
2013,31,0,4,9.9
2013,32,0,1,18.6
2013,32,0,2,21.0
2013,32,0,3,17.1
2013,32,0,4,6.5
2013,33,0,1,23.5
2013,33,0,2,22.6
2013,33,0,3,22.5
2013,33,0,4,9.7
2013,34,0,1,27.3
2013,34,0,2,24.9
2013,34,0,3,21.4
2013,34,0,4,10.1
2013,35,0,1,24.6
2013,35,0,2,30.1
2013,35,0,3,24.6
2013,35,0,4,9.7
2013,36,0,1,26.3
2013,36,0,2,28.3
2013,36,0,3,26.0
2013,36,0,4,9.9
2013,37,0,1,18.0
2013,37,0,2,20.8
2013,37,0,3,19.0
2013,37,0,4,8.0
2013,38,0,1,24.0
2013,38,0,2,26.3
2013,38,0,3,21.8
2013,38,0,4,10.0
2013,39,0,1,15.9
2013,39,0,2,25.0
2013,39,0,3,17.1
2013,39,0,4,7.0
2013,40,0,1,22.0
2013,40,0,2,28.1
2013,40,0,3,24.1
2013,40,0,4,8.4
2013,41,0,1,27.3
2013,41,0,2,25.0
2013,41,0,3,17.9
2013,41,0,4,8.4
2013,42,0,1,23.4
2013,42,0,2,28.1
2013,42,0,3,28.3
2013,42,0,4,10.8
2013,43,0,1,15.2
2013,43,0,2,18.4
2013,43,0,3,16.7
2013,43,0,4,8.7
2013,44,0,1,8.8
2013,44,0,2,12.1
2013,44,0,3,11.8
2013,44,0,4,4.2
2013,45,0,1,18.8
2013,45,0,2,22.9
2013,45,0,3,16.1
2013,45,0,4,7.4
2013,46,0,1,18.7
2013,46,0,2,21.7
2013,46,0,3,20.9
2013,46,0,4,10.4
2013,47,0,1,16.9
2013,47,0,2,19.4
2013,47,0,3,16.9
2013,47,0,4,7.3
2013,48,0,1,33.5
2013,48,0,2,35.4
2013,48,0,3,28.2
2013,48,0,4,11.2
2013,49,0,1,15.9
2013,49,0,2,25.2
2013,49,0,3,20.6
2013,49,0,4,6.4
2013,50,0,1,26.8
2013,50,0,2,24.0
2013,50,0,3,21.0
2013,50,0,4,9.5
2014,0,0,1,23.5
2014,0,0,2,25.4
2014,0,0,3,23.0
2014,0,0,4,9.4
2014,1,0,1,18.9
2014,1,0,2,22.6
2014,1,0,3,20.8
2014,1,0,4,10.8
2014,2,0,1,18.2
2014,2,0,2,19.8
2014,2,0,3,17.0
2014,2,0,4,9.0
2014,3,0,1,23.6
2014,3,0,2,30.7
2014,3,0,3,27.5
2014,3,0,4,11.5
2014,4,0,1,11.5
2014,4,0,2,13.9
2014,4,0,3,14.8
2014,4,0,4,8.0
2014,5,0,1,16.1
2014,5,0,2,19.6
2014,5,0,3,15.0
2014,5,0,4,8.3
2014,6,0,1,13.0
2014,6,0,2,21.1
2014,6,0,3,16.3
2014,6,0,4,7.0
2014,7,0,1,24.8
2014,7,0,2,23.9
2014,7,0,3,20.1
2014,7,0,4,10.5
2014,8,0,2,15.2
2014,8,0,3,23.8
2014,8,0,4,9.0
2014,9,0,1,16.9
2014,9,0,2,22.8
2014,9,0,3,20.6
2014,9,0,4,7.4
2014,10,0,1,16.4
2014,10,0,2,20.8
2014,10,0,3,18.7
2014,10,0,4,8.1
2014,11,0,1,12.8
2014,11,0,2,18.5
2014,11,0,3,15.2
2014,11,0,4,6.1
2014,12,0,1,13.8
2014,12,0,2,21.2
2014,12,0,3,16.0
2014,12,0,4,8.0
2014,13,0,1,14.1
2014,13,0,2,18.9
2014,13,0,3,18.2
2014,13,0,4,10.6
2014,14,0,1,23.7
2014,14,0,2,28.2
2014,14,0,3,24.9
2014,14,0,4,9.7
2014,15,0,1,17.8
2014,15,0,2,23.9
2014,15,0,3,19.6
2014,15,0,4,9.1
2014,16,0,1,18.0
2014,16,0,2,21.9
2014,16,0,3,19.1
2014,16,0,4,9.9
2014,17,0,1,24.4
2014,17,0,2,33.7
2014,17,0,3,27.4
2014,17,0,4,12.4
2014,18,0,1,17.5
2014,18,0,2,31.2
2014,18,0,3,25.9
2014,18,0,4,11.6
2014,19,0,1,23.0
2014,19,0,2,28.7
2014,19,0,3,19.4
2014,19,0,4,6.1
2014,20,0,1,10.7
2014,20,0,2,16.5
2014,20,0,3,17.2
2014,20,0,4,8.7
2014,21,0,1,11.5
2014,21,0,2,17.9
2014,21,0,3,16.8
2014,21,0,4,7.7
2014,22,0,1,21.5
2014,22,0,2,28.4
2014,22,0,3,21.8
2014,22,0,4,8.9
2014,23,0,1,16.0
2014,23,0,2,20.6
2014,23,0,3,16.7
2014,23,0,4,8.1
2014,24,0,1,23.1
2014,24,0,2,29.3
2014,24,0,3,24.0
2014,24,0,4,10.5
2014,25,0,1,19.4
2014,25,0,2,25.4
2014,25,0,3,22.4
2014,25,0,4,10.8
2014,26,0,1,25.8
2014,26,0,2,25.4
2014,26,0,3,20.2
2014,26,0,4,8.3
2014,27,0,1,17.9
2014,27,0,2,21.7
2014,27,0,3,18.1
2014,27,0,4,8.1
2014,28,0,1,17.3
2014,28,0,2,18.6
2014,28,0,3,17.5
2014,28,0,4,12.6
2014,29,0,1,21.7
2014,29,0,2,23.9
2014,29,0,3,16.7
2014,29,0,4,7.4
2014,30,0,1,12.4
2014,30,0,2,19.3
2014,30,0,3,15.5
2014,30,0,4,9.0
2014,31,0,1,17.9
2014,31,0,2,25.1
2014,31,0,3,19.3
2014,31,0,4,9.9
2014,32,0,1,14.8
2014,32,0,2,16.4
2014,32,0,3,16.1
2014,32,0,4,7.7
2014,33,0,1,16.8
2014,33,0,2,23.7
2014,33,0,3,20.7
2014,33,0,4,9.7
2014,34,0,1,20.7
2014,34,0,2,24.9
2014,34,0,3,20.7
2014,34,0,4,9.6
2014,35,0,1,19.2
2014,35,0,2,27.2
2014,35,0,3,22.4
2014,35,0,4,10.2
2014,36,0,1,24.1
2014,36,0,2,25.3
2014,36,0,3,21.3
2014,36,0,4,11.2
2014,37,0,1,17.5
2014,37,0,2,20.8
2014,37,0,3,18.2
2014,37,0,4,8.6
2014,38,0,1,20.4
2014,38,0,2,24.8
2014,38,0,3,22.5
2014,38,0,4,8.5
2014,39,0,1,14.4
2014,39,0,2,22.5
2014,39,0,3,16.6
2014,39,0,4,7.2
2014,40,0,1,19.2
2014,40,0,2,28.4
2014,40,0,3,23.7
2014,40,0,4,8.7
2014,41,0,1,16.4
2014,41,0,2,24.1
2014,41,0,3,20.2
2014,41,0,4,8.5
2014,42,0,1,24.3
2014,42,0,2,29.9
2014,42,0,3,25.3
2014,42,0,4,12.7
2014,43,0,1,12.0
2014,43,0,2,17.3
2014,43,0,3,15.9
2014,43,0,4,7.4
2014,44,0,1,8.5
2014,44,0,2,11.5
2014,44,0,3,10.4
2014,44,0,4,4.5
2014,45,0,1,17.8
2014,45,0,2,25.7
2014,45,0,3,15.1
2014,45,0,4,5.8
2014,46,0,1,23.1
2014,46,0,2,23.5
2014,46,0,3,19.5
2014,46,0,4,9.5
2014,47,0,1,13.6
2014,47,0,2,18.7
2014,47,0,3,16.7
2014,47,0,4,7.5
2014,48,0,1,26.6
2014,48,0,2,36.0
2014,48,0,3,27.7
2014,48,0,4,12.7
2014,49,0,1,16.9
2014,49,0,2,21.7
2014,49,0,3,19.2
2014,49,0,4,7.5
2014,50,0,1,20.4
2014,50,0,2,24.6
2014,50,0,3,19.2
2014,50,0,4,9.8
2015,0,0,1,21.1
2015,0,0,2,27.4
2015,0,0,3,22.5
2015,0,0,4,10.2
2015,1,0,1,16.0
2015,1,0,2,23.7
2015,1,0,3,19.5
2015,1,0,4,8.8
2015,2,0,1,10.8
2015,2,0,2,16.7
2015,2,0,3,16.1
2015,2,0,4,8.8
2015,3,0,1,29.6
2015,3,0,2,32.9
2015,3,0,3,23.8
2015,3,0,4,11.4
2015,4,0,1,10.0
2015,4,0,2,13.8
2015,4,0,3,13.0
2015,4,0,4,6.1
2015,5,0,1,17.7
2015,5,0,2,17.2
2015,5,0,3,17.1
2015,5,0,4,8.1
2015,6,0,1,9.9
2015,6,0,2,17.5
2015,6,0,3,14.9
2015,6,0,4,7.3
2015,7,0,1,15.3
2015,7,0,2,19.8
2015,7,0,3,21.3
2015,7,0,4,8.7
2015,8,0,2,14.9
2015,8,0,3,21.7
2015,8,0,4,10.2
2015,9,0,1,11.2
2015,9,0,2,19.6
2015,9,0,3,19.5
2015,9,0,4,8.4
2015,10,0,1,10.6
2015,10,0,2,20.8
2015,10,0,3,21.1
2015,10,0,4,10.2
2015,11,0,1,15.3
2015,11,0,2,19.0
2015,11,0,3,13.8
2015,11,0,4,6.1
2015,12,0,1,11.1
2015,12,0,2,16.4
2015,12,0,3,16.0
2015,12,0,4,7.8
2015,13,0,1,13.4
2015,13,0,2,17.0
2015,13,0,3,17.4
2015,13,0,4,8.8
2015,14,0,1,24.4
2015,14,0,2,22.0
2015,14,0,3,23.1
2015,14,0,4,10.9
2015,15,0,1,18.6
2015,15,0,2,23.7
2015,15,0,3,17.9
2015,15,0,4,9.7
2015,16,0,1,15.4
2015,16,0,2,22.1
2015,16,0,3,19.7
2015,16,0,4,8.7
2015,17,0,1,25.1
2015,17,0,2,32.3
2015,17,0,3,28.0
2015,17,0,4,12.3
2015,18,0,1,16.2
2015,18,0,2,26.1
2015,18,0,3,25.5
2015,18,0,4,11.4
2015,19,0,1,20.6
2015,19,0,2,28.3
2015,19,0,3,19.6
2015,19,0,4,8.1
2015,20,0,1,13.0
2015,20,0,2,17.2
2015,20,0,3,17.7
2015,20,0,4,7.6
2015,21,0,1,12.3
2015,21,0,2,16.7
2015,21,0,3,15.2
2015,21,0,4,8.7
2015,22,0,1,15.6
2015,22,0,2,27.6
2015,22,0,3,22.7
2015,22,0,4,10.3
2015,23,0,1,17.3
2015,23,0,2,19.9
2015,23,0,3,17.2
2015,23,0,4,7.4
2015,24,0,1,20.3
2015,24,0,2,26.5
2015,24,0,3,26.5
2015,24,0,4,10.7
2015,25,0,1,18.0
2015,25,0,2,29.6
2015,25,0,3,23.7
2015,25,0,4,11.0
2015,26,0,1,21.3
2015,26,0,2,25.3
2015,26,0,3,19.2
2015,26,0,4,8.4
2015,27,0,1,17.4
2015,27,0,2,21.3
2015,27,0,3,17.7
2015,27,0,4,8.8
2015,28,0,1,13.8
2015,28,0,2,23.2
2015,28,0,3,15.8
2015,28,0,4,12.3
2015,29,0,1,14.7
2015,29,0,2,19.9
2015,29,0,3,18.1
2015,29,0,4,6.7
2015,30,0,1,11.7
2015,30,0,2,17.1
2015,30,0,3,14.3
2015,30,0,4,7.5
2015,31,0,1,16.4
2015,31,0,2,21.0
2015,31,0,3,18.7
2015,31,0,4,10.8
2015,32,0,1,14.0
2015,32,0,2,18.0
2015,32,0,3,17.0
2015,32,0,4,8.1
2015,33,0,1,22.9
2015,33,0,2,21.8
2015,33,0,3,20.6
2015,33,0,4,9.1
2015,34,0,1,20.6
2015,34,0,2,22.8
2015,34,0,3,20.1
2015,34,0,4,8.2
2015,35,0,1,22.2
2015,35,0,2,26.8
2015,35,0,3,23.6
2015,35,0,4,9.9
2015,36,0,1,22.3
2015,36,0,2,26.0
2015,36,0,3,23.6
2015,36,0,4,13.0
2015,37,0,1,19.1
2015,37,0,2,19.9
2015,37,0,3,18.8
2015,37,0,4,8.9
2015,38,0,1,15.3
2015,38,0,2,23.8
2015,38,0,3,19.9
2015,38,0,4,9.0
2015,39,0,1,11.5
2015,39,0,2,20.9
2015,39,0,3,17.0
2015,39,0,4,7.5
2015,40,0,1,20.6
2015,40,0,2,24.1
2015,40,0,3,21.9
2015,40,0,4,8.8
2015,41,0,1,23.6
2015,41,0,2,25.4
2015,41,0,3,20.1
2015,41,0,4,9.8
2015,42,0,1,18.5
2015,42,0,2,24.1
2015,42,0,3,25.9
2015,42,0,4,13.8
2015,43,0,1,16.1
2015,43,0,2,17.6
2015,43,0,3,16.3
2015,43,0,4,6.7
2015,44,0,1,7.7
2015,44,0,2,11.0
2015,44,0,3,9.3
2015,44,0,4,5.2
2015,45,0,1,18.0
2015,45,0,2,19.8
2015,45,0,3,16.5
2015,45,0,4,9.0
2015,46,0,1,18.2
2015,46,0,2,19.5
2015,46,0,3,17.2
2015,46,0,4,8.6
2015,47,0,1,14.4
2015,47,0,2,16.9
2015,47,0,3,17.1
2015,47,0,4,8.0
2015,48,0,1,25.5
2015,48,0,2,34.7
2015,48,0,3,28.1
2015,48,0,4,10.7
2015,49,0,1,19.2
2015,49,0,2,20.1
2015,49,0,3,19.5
2015,49,0,4,8.2
2015,50,0,1,13.7
2015,50,0,2,26.8
2015,50,0,3,18.9
2015,50,0,4,9.4
2016,0,0,1,16.5
2016,0,0,2,28.8
2016,0,0,3,23.7
2016,0,0,4,10.0
2016,1,0,1,17.0
2016,1,0,2,23.9
2016,1,0,3,19.2
2016,1,0,4,8.1
2016,2,0,1,9.0
2016,2,0,2,18.6
2016,2,0,3,17.1
2016,2,0,4,8.7
2016,3,0,1,21.3
2016,3,0,2,31.6
2016,3,0,3,24.6
2016,3,0,4,11.3
2016,4,0,1,9.2
2016,4,0,2,12.8
2016,4,0,3,12.6
2016,4,0,4,5.6
2016,5,0,1,15.7
2016,5,0,2,19.0
2016,5,0,3,15.9
2016,5,0,4,8.0
2016,6,0,1,13.1
2016,6,0,2,15.5
2016,6,0,3,14.9
2016,6,0,4,7.8
2016,7,0,1,11.8
2016,7,0,2,21.2
2016,7,0,3,21.9
2016,7,0,4,9.4
2016,8,0,1,12.9
2016,8,0,2,13.8
2016,8,0,3,20.1
2016,8,0,4,9.0
2016,9,0,1,11.2
2016,9,0,2,19.1
2016,9,0,3,19.0
2016,9,0,4,8.4
2016,10,0,1,11.3
2016,10,0,2,22.1
2016,10,0,3,19.8
2016,10,0,4,10.8
2016,11,0,1,12.0
2016,11,0,2,18.0
2016,11,0,3,12.7
2016,11,0,4,6.3
2016,12,0,1,12.5
2016,12,0,2,19.0
2016,12,0,3,14.3
2016,12,0,4,8.7
2016,13,0,1,14.5
2016,13,0,2,18.5
2016,13,0,3,17.2
