Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group)
2020,26,3,27,27.2
2020,27,3,5,14.6
2020,27,3,12,6.2
2020,27,3,23,7.7
2020,27,3,26,30.7
2020,27,3,27,28.0
2020,28,3,5,12.1
2020,28,3,23,14.1
2020,28,3,26,20.6
2020,28,3,27,33.9
2020,29,3,5,13.0
2020,29,3,12,5.5
2020,29,3,23,8.3
2020,29,3,26,32.8
2020,29,3,27,32.6
2020,30,3,5,10.9
2020,30,3,12,5.5
2020,30,3,23,8.2
2020,30,3,26,24.9
2020,30,3,27,13.7
2020,31,3,5,15.5
2020,31,3,12,9.2
2020,31,3,23,11.0
2020,31,3,26,29.7
2020,31,3,27,31.3
2020,32,3,5,11.7
2020,32,3,12,6.8
2020,32,3,23,7.0
2020,32,3,26,23.1
2020,32,3,27,20.2
2020,33,3,5,15.4
2020,33,3,12,7.8
2020,33,3,23,10.9
2020,33,3,26,41.5
2020,33,3,27,28.2
2020,34,3,5,17.8
2020,34,3,12,11.1
2020,34,3,23,9.5
2020,34,3,26,38.1
2020,34,3,27,32.5
2020,35,3,5,18.2
2020,35,3,12,11.7
2020,35,3,23,12.9
2020,35,3,26,42.2
2020,35,3,27,35.9
2020,36,3,5,17.4
2020,36,3,12,11.7
2020,36,3,23,12.9
2020,36,3,26,39.5
2020,36,3,27,32.8
2020,37,3,5,13.4
2020,37,3,12,10.5
2020,37,3,23,8.2
2020,37,3,26,25.7
2020,37,3,27,24.0
2020,38,3,5,16.2
2020,38,3,12,7.4
2020,38,3,23,11.0
2020,38,3,26,35.0
2020,38,3,27,24.5
2020,39,3,5,12.4
2020,39,3,23,8.6
2020,39,3,26,34.3
2020,39,3,27,21.8
2020,40,3,5,17.8
2020,40,3,12,15.1
2020,40,3,23,10.3
2020,40,3,26,34.2
2020,40,3,27,28.2
2020,41,3,5,18.9
2020,41,3,23,10.0
2020,41,3,26,21.3
2020,41,3,27,41.5
2020,42,3,5,18.3
2020,42,3,12,19.1
2020,42,3,23,13.8
2020,42,3,26,36.7
2020,42,3,27,25.1
2020,43,3,5,14.5
2020,43,3,12,7.0
2020,43,3,23,7.3
2020,43,3,26,27.2
2020,43,3,27,16.4
2020,44,3,5,8.4
2020,44,3,12,4.0
2020,44,3,23,5.0
2020,44,3,26,22.4
2020,44,3,27,15.2
2020,45,3,5,11.5
2020,45,3,12,14.1
2020,45,3,23,6.3
2020,45,3,26,33.5
2020,45,3,27,35.2
2020,46,3,5,12.5
2020,46,3,12,6.5
2020,46,3,23,11.8
2020,46,3,26,33.0
2020,46,3,27,23.0
2020,47,3,5,10.5
2020,47,3,12,9.1
2020,47,3,23,8.3
2020,47,3,26,28.4
2020,47,3,27,19.2
2020,48,3,5,22.0
2020,48,3,12,17.9
2020,48,3,23,13.9
2020,48,3,26,39.1
2020,48,3,27,38.2
2020,49,3,5,16.2
2020,49,3,12,6.3
2020,49,3,23,10.3
2020,49,3,26,32.5
2020,49,3,27,32.2
2020,50,3,5,20.0
2020,50,3,12,11.8
2020,50,3,23,11.2
2020,50,3,26,36.0
2020,50,3,27,35.4
2021,0,3,5,16.3
2021,0,3,12,11.6
2021,0,3,23,12.4
2021,0,3,26,32.1
2021,0,3,27,26.7
2021,1,3,5,15.2
2021,1,3,12,16.4
2021,1,3,23,13.6
2021,1,3,26,32.6
2021,1,3,27,29.8
2021,2,3,5,13.2
2021,2,3,12,6.9
2021,2,3,23,10.6
2021,2,3,26,24.9
2021,2,3,27,20.4
2021,3,3,5,19.7
2021,3,3,12,17.7
2021,3,3,23,13.9
2021,3,3,26,38.3
2021,3,3,27,39.5
2021,4,3,5,8.1
2021,4,3,12,4.1
2021,4,3,23,8.8
2021,4,3,26,20.1
2021,4,3,27,14.4
2021,5,3,5,11.4
2021,5,3,12,8.9
2021,5,3,23,9.0
2021,5,3,26,30.5
2021,5,3,27,20.9
2021,6,3,5,10.7
2021,6,3,12,3.0
2021,6,3,23,6.0
2021,6,3,26,32.4
2021,6,3,27,24.7
2021,7,3,5,14.0
2021,7,3,23,6.8
2021,7,3,26,29.7
2021,7,3,27,23.1
2021,8,3,5,6.7
2021,8,3,12,10.9
2021,8,3,23,8.9
2021,8,3,26,24.2
2021,8,3,27,21.9
2021,10,3,5,14.6
2021,10,3,12,9.0
2021,10,3,23,10.3
2021,10,3,26,28.9
2021,10,3,27,24.8
2021,11,3,5,9.9
2021,11,3,12,5.7
2021,11,3,23,8.0
2021,11,3,26,28.4
2021,11,3,27,15.2
2021,12,3,5,13.3
2021,12,3,12,8.6
2021,12,3,23,8.8
2021,12,3,26,36.2
2021,12,3,27,22.0
2021,13,3,5,11.9
2021,13,3,23,8.5
2021,13,3,26,28.6
2021,13,3,27,16.1
2021,14,3,5,16.4
2021,14,3,12,11.1
2021,14,3,23,11.9
2021,14,3,26,37.4
2021,14,3,27,33.1
2021,15,3,5,14.9
2021,15,3,12,8.4
2021,15,3,23,9.1
2021,15,3,26,36.4
2021,15,3,27,31.2
2021,16,3,5,15.1
2021,16,3,12,10.4
2021,16,3,23,9.9
2021,16,3,26,34.9
2021,16,3,27,32.7
2021,17,3,5,18.6
2021,17,3,12,16.2
2021,17,3,23,12.4
2021,17,3,26,34.9
2021,17,3,27,32.5
2021,18,3,5,18.5
2021,18,3,12,14.0
2021,18,3,23,12.4
2021,18,3,26,31.0
2021,18,3,27,35.2
2021,19,3,5,14.9
2021,19,3,12,11.6
2021,19,3,23,8.1
2021,19,3,26,40.4
2021,19,3,27,30.1
2021,20,3,5,9.6
2021,20,3,12,4.2
2021,20,3,23,9.1
2021,20,3,26,24.1
2021,20,3,27,18.1
2021,21,3,5,9.6
2021,21,3,12,5.0
2021,21,3,23,8.7
2021,21,3,26,29.3
2021,21,3,27,16.1
2021,22,3,5,16.7
2021,22,3,12,11.6
2021,22,3,23,11.2
2021,22,3,26,34.2
2021,22,3,27,28.2
2021,23,3,5,13.4
2021,23,3,12,7.7
2021,23,3,23,9.3
2021,23,3,26,34.2
2021,23,3,27,24.7
2021,24,3,5,18.7
2021,24,3,12,11.9
2021,24,3,23,14.4
2021,24,3,26,34.8
2021,24,3,27,29.7
2021,25,3,5,17.3
2021,25,3,12,6.8
2021,25,3,23,11.3
2021,25,3,26,37.5
2021,25,3,27,34.3
2021,26,3,5,13.8
2021,26,3,12,10.8
2021,26,3,23,9.0
2021,26,3,26,34.9
2021,26,3,27,32.4
2021,27,3,5,13.5
2021,27,3,12,5.6
2021,27,3,23,8.1
2021,27,3,26,38.0
2021,27,3,27,30.3
2021,28,3,5,14.6
2021,28,3,12,10.6
2021,28,3,23,13.2
2021,28,3,26,32.3
2021,28,3,27,20.2
2021,29,3,5,11.4
2021,29,3,12,7.4
2021,29,3,23,8.3
2021,29,3,26,26.2
2021,29,3,27,30.3
2021,30,3,5,9.8
2021,30,3,12,4.7
2021,30,3,23,9.0
2021,30,3,26,24.0
2021,30,3,27,21.5
2021,31,3,5,13.2
2021,31,3,12,6.0
2021,31,3,23,9.9
2021,31,3,26,27.5
2021,31,3,27,23.0
2021,32,3,5,11.4
2021,32,3,12,7.0
2021,32,3,23,9.0
2021,32,3,26,25.0
2021,32,3,27,19.0
2021,33,3,5,14.4
2021,33,3,12,9.4
2021,33,3,23,9.1
2021,33,3,26,30.6
2021,33,3,27,22.9
2021,34,3,5,15.4
2021,34,3,12,9.8
2021,34,3,23,8.0
2021,34,3,26,34.5
2021,34,3,27,34.8
2021,35,3,5,16.5
2021,35,3,12,12.6
2021,35,3,23,13.3
2021,35,3,26,36.4
2021,35,3,27,38.4
2021,36,3,5,15.2
2021,36,3,12,15.3
2021,36,3,23,13.2
2021,36,3,26,33.6
2021,36,3,27,26.1
2021,37,3,5,11.9
2021,37,3,12,7.8
2021,37,3,23,9.0
2021,37,3,26,26.0
2021,37,3,27,21.6
2021,38,3,5,14.7
2021,38,3,12,8.1
2021,38,3,23,10.2
2021,38,3,26,31.3
2021,38,3,27,24.8
2021,39,3,5,12.0
2021,39,3,23,7.8
2021,39,3,26,29.9
2021,39,3,27,16.9
2021,40,3,5,15.7
2021,40,3,12,8.1
2021,40,3,23,8.9
2021,40,3,26,28.6
2021,40,3,27,34.4
2021,41,3,5,16.0
2021,41,3,12,6.9
2021,41,3,23,8.3
2021,41,3,26,38.2
2021,41,3,27,42.7
2021,42,3,5,17.8
2021,42,3,12,17.2
2021,42,3,23,14.4
2021,42,3,26,35.5
2021,42,3,27,31.2
2021,43,3,5,13.7
2021,43,3,12,6.8
2021,43,3,23,8.2
2021,43,3,26,28.3
2021,43,3,27,19.9
2021,44,3,5,7.6
2021,44,3,12,2.2
2021,44,3,23,4.2
2021,44,3,26,22.2
2021,44,3,27,14.7
2021,45,3,5,14.6
2021,45,3,12,8.2
2021,45,3,23,8.4
2021,45,3,26,40.4
2021,45,3,27,29.3
2021,46,3,5,12.0
2021,46,3,12,6.7
2021,46,3,23,8.3
2021,46,3,26,32.7
2021,46,3,27,25.6
2021,47,3,5,9.6
2021,47,3,12,5.9
2021,47,3,23,8.1
2021,47,3,26,31.7
2021,47,3,27,22.9
2021,48,3,5,21.8
2021,48,3,12,15.9
2021,48,3,23,12.3
2021,48,3,26,43.4
2021,48,3,27,41.3
2021,49,3,5,13.4
2021,49,3,23,8.7
2021,49,3,26,32.0
2021,49,3,27,30.7
2021,50,3,5,16.9
2021,50,3,12,12.8
2021,50,3,23,8.9
2021,50,3,26,34.1
2021,50,3,27,35.1
2022,0,3,5,14.7
2022,0,3,12,10.2
2022,0,3,23,9.6
2022,0,3,26,34.3
2022,0,3,27,18.9
2022,1,3,5,14.9
2022,1,3,12,10.8
2022,1,3,23,8.9
2022,1,3,26,37.5
2022,1,3,27,35.8
2022,2,3,5,13.1
2022,2,3,12,7.2
2022,2,3,23,10.9
2022,2,3,26,22.0
2022,2,3,27,15.4
2022,3,3,5,18.8
2022,3,3,12,6.4
2022,3,3,23,10.2
2022,3,3,26,37.7
2022,3,3,27,29.6
2022,4,3,5,8.9
2022,4,3,12,6.0
2022,4,3,23,7.3
2022,4,3,26,20.6
2022,4,3,27,21.8
2022,5,3,5,11.0
2022,5,3,12,6.2
2022,5,3,23,6.7
2022,5,3,26,27.0
2022,5,3,27,19.3
2022,6,3,5,9.8
2022,6,3,12,6.4
2022,6,3,23,6.4
2022,6,3,26,27.0
2022,6,3,27,16.8
2022,7,3,5,13.5
2022,7,3,23,9.5
2022,7,3,26,22.7
2022,7,3,27,27.2
2022,8,3,5,8.4
2022,8,3,23,7.3
2022,8,3,26,35.8
2022,8,3,27,27.1
2022,9,3,5,12.5
2022,9,3,12,4.7
2022,9,3,23,6.1
2022,9,3,26,21.6
2022,9,3,27,19.7
2022,10,3,5,14.6
2022,10,3,12,9.0
2022,10,3,23,10.3
2022,10,3,26,28.9
2022,10,3,27,24.8
2022,11,3,5,9.9
2022,11,3,12,5.7
2022,11,3,23,8.0
2022,11,3,26,28.4
2022,11,3,27,15.2
2022,12,3,5,13.3
2022,12,3,12,8.6
2022,12,3,23,8.8
2022,12,3,26,36.2
2022,12,3,27,22.0
2022,13,3,5,11.9
2022,13,3,12,6.5
2022,13,3,23,8.5
2022,13,3,26,28.6
2022,13,3,27,16.1
2022,14,3,5,16.4
2022,14,3,12,11.1
2022,14,3,23,11.9
2022,14,3,26,37.4
2022,14,3,27,33.1
2022,15,3,5,14.9
2022,15,3,12,8.4
2022,15,3,23,9.1
2022,15,3,26,36.4
2022,15,3,27,31.2
2022,16,3,5,15.1
2022,16,3,12,10.4
2022,16,3,23,9.9
2022,16,3,26,34.9
2022,16,3,27,32.7
2022,17,3,5,18.6
2022,17,3,12,16.2
2022,17,3,23,12.4
2022,17,3,26,34.9
2022,17,3,27,32.5
2022,18,3,5,18.5
2022,18,3,12,14.0
2022,18,3,23,12.4
2022,18,3,26,31.0
2022,18,3,27,35.2
2022,19,3,5,14.9
2022,19,3,12,11.6
2022,19,3,23,8.1
2022,19,3,26,40.4
2022,19,3,27,30.1
2022,20,3,5,9.6
2022,20,3,12,4.2
2022,20,3,23,9.1
2022,20,3,26,24.1
2022,20,3,27,18.1
2022,21,3,5,9.6
2022,21,3,12,5.0
2022,21,3,23,8.7
2022,21,3,26,29.3
2022,21,3,27,16.1
2022,22,3,5,16.7
2022,22,3,12,11.6
2022,22,3,23,11.2
2022,22,3,26,34.2
2022,22,3,27,28.2
2022,23,3,5,13.4
2022,23,3,12,7.7
2022,23,3,23,9.3
2022,23,3,26,34.2
2022,23,3,27,24.7
2022,24,3,5,18.7
2022,24,3,12,11.9
2022,24,3,23,14.4
2022,24,3,26,34.8
2022,24,3,27,29.7
2022,25,3,5,17.3
2022,25,3,12,6.8
2022,25,3,23,11.3
2022,25,3,26,37.5
2022,25,3,27,34.3
2022,26,3,5,13.8
2022,26,3,12,10.8
2022,26,3,23,9.0
2022,26,3,26,34.9
2022,26,3,27,32.4
2022,27,3,5,13.5
2022,27,3,12,5.6
2022,27,3,23,8.1
2022,27,3,26,38.0
2022,27,3,27,30.3
2022,28,3,5,14.6
2022,28,3,12,10.6
2022,28,3,23,13.2
2022,28,3,26,32.3
2022,28,3,27,20.2
2022,29,3,5,11.4
2022,29,3,23,8.3
2022,29,3,26,26.2
2022,29,3,27,30.3
2022,30,3,5,9.8
2022,30,3,12,4.7
2022,30,3,23,9.0
2022,30,3,26,24.0
2022,30,3,27,21.5
2022,31,3,5,13.2
2022,31,3,12,6.0
2022,31,3,23,9.9
2022,31,3,26,27.5
2022,31,3,27,23.0
2022,32,3,5,11.4
2022,32,3,12,7.0
2022,32,3,23,9.0
2022,32,3,26,25.0
2022,32,3,27,19.0
2022,33,3,5,14.4
2022,33,3,12,9.4
2022,33,3,23,9.1
2022,33,3,26,30.6
2022,33,3,27,22.9
2022,34,3,5,15.4
2022,34,3,23,8.0
2022,34,3,26,34.5
2022,34,3,27,34.8
2022,35,3,5,16.5
2022,35,3,12,12.6
2022,35,3,23,13.3
2022,35,3,26,36.4
2022,35,3,27,38.4
2022,36,3,5,15.2
2022,36,3,12,15.3
2022,36,3,23,13.2
2022,36,3,26,33.6
2022,36,3,27,26.1
2022,37,3,5,11.9
2022,37,3,12,7.8
2022,37,3,23,9.0
2022,37,3,26,26.0
2022,37,3,27,21.6
2022,38,3,5,14.7
2022,38,3,12,8.1
2022,38,3,23,10.2
2022,38,3,26,31.3
2022,38,3,27,24.8
2022,39,3,5,12.0
2022,39,3,12,8.4
2022,39,3,23,7.8
2022,39,3,26,29.9
2022,39,3,27,16.9
2022,40,3,5,15.7
2022,40,3,12,8.1
2022,40,3,23,8.9
2022,40,3,26,28.6
2022,40,3,27,34.4
2022,41,3,5,16.0
2022,41,3,12,6.9
2022,41,3,23,8.3
2022,41,3,26,38.2
2022,41,3,27,42.7
2022,42,3,5,17.8
2022,42,3,12,17.2
2022,42,3,23,14.4
2022,42,3,26,35.5
2022,42,3,27,31.2
2022,43,3,5,13.7
2022,43,3,12,6.8
2022,43,3,23,8.2
2022,43,3,26,28.3
2022,43,3,27,19.9
2022,44,3,5,7.6
2022,44,3,12,2.2
2022,44,3,23,4.2
2022,44,3,26,22.2
2022,44,3,27,14.7
2022,45,3,5,14.6
2022,45,3,12,8.2
2022,45,3,23,8.4
2022,45,3,26,40.4
2022,45,3,27,29.3
2022,46,3,5,12.0
2022,46,3,12,6.7
2022,46,3,23,8.3
2022,46,3,26,32.7
2022,46,3,27,25.6
2022,47,3,5,9.6
2022,47,3,12,5.9
2022,47,3,23,8.1
2022,47,3,26,31.7
2022,47,3,27,22.9
2022,48,3,5,21.8
2022,48,3,12,15.9
2022,48,3,23,12.3
2022,48,3,26,43.4
2022,48,3,27,41.3
2022,49,3,5,13.4
2022,49,3,12,4.2
2022,49,3,23,8.7
2022,49,3,26,32.0
2022,49,3,27,30.7
2022,50,3,5,16.9
2022,50,3,23,8.9
2022,50,3,26,34.1
2022,50,3,27,35.1
2011,0,4,0,18.7
2011,0,4,7,27.6
2011,0,4,13,34.0
2011,1,4,0,18.8
2011,1,4,7,32.6
2011,1,4,13,47.6
2011,2,4,0,13.3
2011,2,4,7,23.8
2011,2,4,13,24.6
2011,3,4,0,19.7
2011,3,4,7,34.2
2011,3,4,13,43.7
2011,4,4,0,14.2
2011,4,4,7,15.8
2011,4,4,13,17.5
2011,5,4,0,19.6
2011,5,4,7,25.4
2011,5,4,13,29.2
2011,6,4,0,21.1
2011,6,4,7,22.5
2011,6,4,13,28.8
2011,7,4,0,20.6
2011,7,4,7,27.0
2011,7,4,13,29.6
2011,8,4,0,15.3
2011,8,4,7,25.4
2011,8,4,13,39.4
2011,9,4,0,16.2
2011,9,4,7,20.0
2011,9,4,13,25.1
2011,10,4,0,19.8
2011,10,4,7,23.6
2011,10,4,13,31.7
2011,11,4,0,11.7
2011,11,4,7,18.1
2011,11,4,13,23.5
2011,12,4,0,16.3
2011,12,4,7,23.5
2011,12,4,13,33.1
2011,13,4,0,18.5
2011,13,4,7,21.9
2011,13,4,13,28.7
2011,14,4,0,20.4
2011,14,4,7,29.2
2011,14,4,13,38.3
2011,15,4,0,19.0
2011,15,4,7,25.6
2011,15,4,13,33.9
2011,16,4,0,21.5
2011,16,4,7,26.0
2011,16,4,13,35.8
2011,17,4,0,28.7
2011,17,4,7,33.2
2011,17,4,13,40.9
2011,18,4,0,26.2
2011,18,4,7,25.2
2011,18,4,13,35.8
2011,19,4,0,17.2
2011,19,4,7,27.3
2011,19,4,13,37.0
2011,20,4,0,20.6
2011,20,4,7,21.0
2011,20,4,13,34.7
2011,21,4,0,18.0
2011,21,4,7,24.0
2011,21,4,13,28.2
2011,22,4,0,21.6
2011,22,4,7,28.8
2011,22,4,13,37.5
2011,23,4,0,22.2
2011,23,4,7,23.7
2011,23,4,13,34.7
2011,24,4,0,20.2
2011,24,4,7,26.7
2011,24,4,13,39.1
2011,25,4,0,20.0
2011,25,4,7,29.4
2011,25,4,13,39.0
2011,26,4,0,14.7
2011,26,4,7,25.4
2011,26,4,13,35.1
2011,27,4,0,18.5
2011,27,4,7,26.6
2011,27,4,13,34.8
2011,28,4,0,17.4
2011,28,4,7,28.1
2011,28,4,13,27.8
2011,29,4,0,17.3
2011,29,4,7,26.3
2011,29,4,13,33.7
2011,30,4,0,19.1
2011,30,4,7,20.3
2011,30,4,13,26.6
2011,31,4,0,19.3
2011,31,4,7,23.8
2011,31,4,13,24.4
2011,32,4,0,18.3
2011,32,4,7,20.0
2011,32,4,13,26.8
2011,33,4,0,20.3
2011,33,4,7,26.6
2011,33,4,13,32.9
2011,34,4,0,27.6
2011,34,4,7,25.6
2011,34,4,13,32.0
2011,35,4,0,22.6
2011,35,4,7,30.3
2011,35,4,13,37.3
2011,36,4,0,22.1
2011,36,4,7,29.1
2011,36,4,13,41.4
2011,37,4,0,17.1
2011,37,4,7,23.5
2011,37,4,13,38.8
2011,38,4,0,21.5
2011,38,4,7,28.3
2011,38,4,13,36.8
2011,39,4,0,18.7
2011,39,4,7,24.2
2011,39,4,13,33.3
2011,40,4,0,19.2
2011,40,4,7,27.0
2011,40,4,13,37.7
2011,41,4,0,20.0
2011,41,4,7,25.5
2011,41,4,13,39.0
2011,42,4,0,21.6
2011,42,4,7,32.5
2011,42,4,13,46.7
2011,43,4,0,14.1
2011,43,4,7,19.1
2011,43,4,13,20.8
2011,44,4,0,11.7
2011,44,4,7,15.3
2011,44,4,13,19.4
2011,45,4,0,16.5
2011,45,4,7,26.9
2011,45,4,13,37.7
2011,46,4,0,22.4
2011,46,4,7,28.1
2011,46,4,13,33.2
2011,47,4,0,17.0
2011,47,4,7,24.0
2011,47,4,13,30.3
2011,48,4,0,24.7
2011,48,4,7,30.8
2011,48,4,13,47.3
2011,49,4,0,20.9
2011,49,4,7,24.8
2011,49,4,13,36.2
2011,50,4,0,24.5
2011,50,4,7,27.8
2011,50,4,13,34.0
2012,0,4,0,18.7
2012,0,4,7,27.6
2012,0,4,13,34.0
2012,1,4,0,18.8
2012,1,4,7,32.6
2012,1,4,13,47.6
2012,2,4,0,13.3
2012,2,4,7,23.8
2012,2,4,13,24.6
2012,3,4,0,19.7
2012,3,4,7,34.2
2012,3,4,13,43.7
2012,4,4,0,14.2
2012,4,4,7,15.8
2012,4,4,13,17.5
2012,5,4,0,19.6
2012,5,4,7,25.4
2012,5,4,13,29.2
2012,6,4,0,21.1
2012,6,4,7,22.5
2012,6,4,13,28.8
2012,7,4,0,20.6
2012,7,4,7,27.0
2012,7,4,13,29.6
2012,8,4,0,15.3
2012,8,4,7,25.4
2012,8,4,13,39.4
2012,9,4,0,16.2
2012,9,4,7,20.0
2012,9,4,13,25.1
2012,10,4,0,19.8
2012,10,4,7,23.6
2012,10,4,13,31.7
2012,11,4,0,11.7
2012,11,4,7,18.1
2012,11,4,13,23.5
2012,12,4,0,16.3
2012,12,4,7,23.5
2012,12,4,13,33.1
2012,13,4,0,18.5
2012,13,4,7,21.9
2012,13,4,13,28.7
2012,14,4,0,20.4
2012,14,4,7,29.2
2012,14,4,13,38.3
2012,15,4,0,19.0
2012,15,4,7,25.6
2012,15,4,13,33.9
2012,16,4,0,21.5
2012,16,4,7,26.0
2012,16,4,13,35.8
2012,17,4,0,28.7
2012,17,4,7,33.2
2012,17,4,13,40.9
2012,18,4,0,26.2
2012,18,4,7,25.2
2012,18,4,13,35.8
2012,19,4,0,17.2
2012,19,4,7,27.3
2012,19,4,13,37.0
2012,20,4,0,20.6
2012,20,4,7,21.0
2012,20,4,13,34.7
2012,21,4,0,18.0
2012,21,4,7,24.0
2012,21,4,13,28.2
2012,22,4,0,21.6
2012,22,4,7,28.8
2012,22,4,13,37.5
2012,23,4,0,22.2
2012,23,4,7,23.7
2012,23,4,13,34.7
2012,24,4,0,20.2
2012,24,4,7,26.7
2012,24,4,13,39.1
2012,25,4,0,20.0
2012,25,4,7,29.4
2012,25,4,13,39.0
2012,26,4,0,14.7
2012,26,4,7,25.4
2012,26,4,13,35.1
2012,27,4,0,18.5
2012,27,4,7,26.6
2012,27,4,13,34.8
2012,28,4,0,17.4
2012,28,4,7,28.1
2012,28,4,13,27.8
2012,29,4,0,17.3
2012,29,4,7,26.3
2012,29,4,13,33.7
2012,30,4,0,19.1
2012,30,4,7,20.3
2012,30,4,13,26.6
2012,31,4,0,19.3
2012,31,4,7,23.8
2012,31,4,13,24.4
2012,32,4,0,18.3
2012,32,4,7,20.0
2012,32,4,13,26.8
2012,33,4,0,20.3
2012,33,4,7,26.6
2012,33,4,13,32.9
2012,34,4,0,27.6
2012,34,4,7,25.6
2012,34,4,13,32.0
2012,35,4,0,22.6
2012,35,4,7,30.3
2012,35,4,13,37.3
2012,36,4,0,22.1
2012,36,4,7,29.1
2012,36,4,13,41.4
2012,37,4,0,17.1
2012,37,4,7,23.5
2012,37,4,13,38.8
2012,38,4,0,21.5
2012,38,4,7,28.3
2012,38,4,13,36.8
2012,39,4,0,18.7
2012,39,4,7,24.2
2012,39,4,13,33.3
2012,40,4,0,19.2
2012,40,4,7,27.0
2012,40,4,13,37.7
2012,41,4,0,20.0
2012,41,4,7,25.5
2012,41,4,13,39.0
2012,42,4,0,21.6
2012,42,4,7,32.5
2012,42,4,13,46.7
2012,43,4,0,14.1
2012,43,4,7,19.1
2012,43,4,13,20.8
2012,44,4,0,11.7
2012,44,4,7,15.3
2012,44,4,13,19.4
2012,45,4,0,16.5
2012,45,4,7,26.9
2012,45,4,13,37.7
2012,46,4,0,22.4
2012,46,4,7,28.1
2012,46,4,13,33.2
2012,47,4,0,17.0
2012,47,4,7,24.0
2012,47,4,13,30.3
2012,48,4,0,24.7
2012,48,4,7,30.8
2012,48,4,13,47.3
2012,49,4,0,20.9
2012,49,4,7,24.8
2012,49,4,13,36.2
2012,50,4,0,24.5
2012,50,4,7,27.8
2012,50,4,13,34.0
2013,0,4,0,18.7
2013,0,4,7,27.6
2013,0,4,13,34.0
2013,1,4,0,18.8
2013,1,4,7,32.6
2013,1,4,13,47.6
2013,2,4,0,13.3
2013,2,4,7,23.8
2013,2,4,13,24.6
2013,3,4,0,19.7
2013,3,4,7,34.2
2013,3,4,13,43.7
2013,4,4,0,14.2
2013,4,4,7,15.8
2013,4,4,13,17.5
2013,5,4,0,19.6
2013,5,4,7,25.4
2013,5,4,13,29.2
2013,6,4,0,21.1
2013,6,4,7,22.5
2013,6,4,13,28.8
2013,7,4,0,20.6
2013,7,4,7,27.0
2013,7,4,13,29.6
2013,8,4,0,15.3
2013,8,4,7,25.4
2013,8,4,13,39.4
2013,9,4,0,16.2
2013,9,4,7,20.0
2013,9,4,13,25.1
2013,10,4,0,19.8
2013,10,4,7,23.6
2013,10,4,13,31.7
2013,11,4,0,11.7
2013,11,4,7,18.1
2013,11,4,13,23.5
2013,12,4,0,16.3
2013,12,4,7,23.5
2013,12,4,13,33.1
2013,13,4,0,18.5
2013,13,4,7,21.9
2013,13,4,13,28.7
2013,14,4,0,20.4
2013,14,4,7,29.2
2013,14,4,13,38.3
2013,15,4,0,19.0
2013,15,4,7,25.6
2013,15,4,13,33.9
2013,16,4,0,21.5
2013,16,4,7,26.0
2013,16,4,13,35.8
2013,17,4,0,28.7
2013,17,4,7,33.2
2013,17,4,13,40.9
2013,18,4,0,26.2
2013,18,4,7,25.2
2013,18,4,13,35.8
2013,19,4,0,17.2
2013,19,4,7,27.3
2013,19,4,13,37.0
2013,20,4,0,20.6
2013,20,4,7,21.0
2013,20,4,13,34.7
2013,21,4,0,18.0
2013,21,4,7,24.0
2013,21,4,13,28.2
2013,22,4,0,21.6
2013,22,4,7,28.8
2013,22,4,13,37.5
2013,23,4,0,22.2
2013,23,4,7,23.7
2013,23,4,13,34.7
2013,24,4,0,20.2
2013,24,4,7,26.7
2013,24,4,13,39.1
2013,25,4,0,20.0
2013,25,4,7,29.4
2013,25,4,13,39.0
2013,26,4,0,14.7
2013,26,4,7,25.4
2013,26,4,13,35.1
2013,27,4,0,18.5
2013,27,4,7,26.6
2013,27,4,13,34.8
2013,28,4,0,17.4
2013,28,4,7,28.1
2013,28,4,13,27.8
2013,29,4,0,17.3
2013,29,4,7,26.3
2013,29,4,13,33.7
2013,30,4,0,19.1
2013,30,4,7,20.3
2013,30,4,13,26.6
2013,31,4,0,19.3
2013,31,4,7,23.8
2013,31,4,13,24.4
2013,32,4,0,18.3
2013,32,4,7,20.0
2013,32,4,13,26.8
2013,33,4,0,20.3
2013,33,4,7,26.6
2013,33,4,13,32.9
2013,34,4,0,27.6
2013,34,4,7,25.6
2013,34,4,13,32.0
2013,35,4,0,22.6
2013,35,4,7,30.3
2013,35,4,13,37.3
2013,36,4,0,22.1
2013,36,4,7,29.1
2013,36,4,13,41.4
2013,37,4,0,17.1
2013,37,4,7,23.5
2013,37,4,13,38.8
2013,38,4,0,21.5
2013,38,4,7,28.3
2013,38,4,13,36.8
2013,39,4,0,18.7
2013,39,4,7,24.2
2013,39,4,13,33.3
2013,40,4,0,19.2
2013,40,4,7,27.0
2013,40,4,13,37.7
2013,41,4,0,20.0
2013,41,4,7,25.5
2013,41,4,13,39.0
2013,42,4,0,21.6
2013,42,4,7,32.5
2013,42,4,13,46.7
2013,43,4,0,14.1
2013,43,4,7,19.1
2013,43,4,13,20.8
2013,44,4,0,11.7
2013,44,4,7,15.3
2013,44,4,13,19.4
2013,45,4,0,16.5
2013,45,4,7,26.9
2013,45,4,13,37.7
2013,46,4,0,22.4
2013,46,4,7,28.1
2013,46,4,13,33.2
2013,47,4,0,17.0
2013,47,4,7,24.0
2013,47,4,13,30.3
2013,48,4,0,24.7
2013,48,4,7,30.8
2013,48,4,13,47.3
2013,49,4,0,20.9
2013,49,4,7,24.8
2013,49,4,13,36.2
2013,50,4,0,24.5
2013,50,4,7,27.8
2013,50,4,13,34.0
